1.2.47.5	aas	b2836	Z4154	ECs3693	
1.10.46.8			Z0615	ECs0542	
1.12.46.8			Z0634	ECs0543	
1.2.13.9			Z0635	ECs0544	
1.4.13.9			Z0638	ECs0546	
1.6.13.9			Z0639	ECs0548	
1.8.13.9			Z0640	ECs0549	
1.10.13.9			Z0655		
1.12.13.9			Z0701		
1.2.48.8			Z0702	ECs0603	
1.4.48.8			Z0705	ECs0605	
1.6.48.8			Z0706	ECs0606	
1.8.48.8			Z0707	ECs0607	
1.10.48.8			Z0721		
1.12.48.8			Z0722	ECs0621	
1.2.15.9			Z0726		
1.4.15.9			Z0840		
1.10.15.9			Z0870		
1.4.1.9			Z0884		
1.6.1.9			Z0885	ECs0755	
1.8.1.9			Z0886	ECs0756	
1.10.1.9			Z0887	ECs0757	
1.12.1.9			Z0888	ECs0758	
1.2.17.9			Z0890	ECs0759	
1.4.17.9			Z0891	ECs0760	
1.6.17.9			Z0892	ECs0761	
1.8.17.9			Z0893	ECs0762	
1.10.17.9			Z0894	ECs0763	
1.12.17.9			Z0895	ECs0764	
1.2.3.9			Z0896	ECs0765	
1.4.3.9			Z0897	ECs0766	
1.6.3.9			Z0898	ECs0767	
1.8.3.9			Z0946		
1.10.3.9			Z0947	ECs0802	
1.12.3.9			Z0948	ECs0804	
1.2.19.9			Z0949	ECs0806	
1.4.19.9			Z0950	ECs0807	
1.6.19.9			Z0951	ECs0809	
1.8.19.9			Z0952		
1.10.19.9			Z0953		
1.12.19.9			Z0954		
1.2.5.9			Z0955	ECs0814	
1.4.5.9			Z0956	ECs0815	
1.6.5.9			Z0957	ECs0816	
1.8.5.9			Z0958		
1.10.5.9			Z0959		
1.12.5.9			Z0961	ECs0820	
1.2.21.9			Z0962		
1.4.21.9			Z0963	ECs0824	
1.6.21.9			Z0964	ECs0825	
1.8.21.9			Z0965	ECs0827	
1.10.21.9			Z0966	ECs0828	
1.12.21.9			Z0967		
1.2.7.9			Z0968	ECs0830	
1.4.7.9			Z0969	ECs0831	
1.6.7.9			Z0970	ECs0832	
1.8.7.9			Z0971	ECs0833	
1.10.7.9			Z0972	ECs0834	
1.12.7.9			Z0973	ECs0835	
1.2.23.9			Z0974	ECs0836	
1.4.23.9			Z0975	ECs0837	
1.6.23.9			Z0976	ECs0838	
1.8.23.9			Z0977	ECs0839	
1.10.23.9			Z0978	ECs0840	
1.12.23.9			Z0979	ECs0841	
1.4.43.8			Z0980	ECs0842	
1.8.43.8			Z0982	ECs0844	
1.10.43.8			Z0984		
1.12.43.8			Z0985	ECs0846	
1.2.10.9			Z0986	ECs0847	
1.4.10.9			Z0989	ECs0848	
1.6.10.9			Z0990	ECs0850	
1.8.10.9			Z1019	ECs0876	
1.10.10.9			Z1059		
1.12.10.9			Z1060		
1.2.45.8			Z1087	ECs0940	
1.4.45.8			Z1088	ECs0941	
1.6.45.8			Z1089	ECs0942	
1.8.45.8			Z1096		
1.10.45.8			Z1097	ECs0949	
1.12.45.8			Z1098	ECs0950	
1.2.12.9			Z1122		
1.4.12.9			Z1123		
1.6.12.9			Z1124		
1.8.12.9			Z1126		
1.10.12.9			Z1128		
1.12.12.9			Z1129		
1.2.47.8			Z1130		
1.4.47.8			Z1131	ECs4547	
1.6.47.8			Z1134		
1.8.47.8			Z1137		
1.10.47.8			Z1139		
1.12.47.8			Z1140		
1.2.14.9			Z1141		
1.2.49.8			Z1149		
1.4.49.8			Z1150		
1.6.49.8			Z1154		
1.8.49.8			Z1155		
1.10.49.8			Z1157		
1.12.49.8			Z1159		
1.2.16.9			Z1160		
1.4.16.9			Z1161		
1.6.16.9			Z1162		
1.10.16.9			Z1165		
1.12.16.9			Z1166		
1.2.2.9			Z1168		
1.4.2.9			Z1169		
1.6.2.9			Z1170		
1.6.18.9			Z1178		
1.8.18.9			Z1179		
1.10.18.9			Z1180		
1.12.18.9			Z1183		
1.2.4.9			Z1184		
1.4.4.9			Z1186		
1.6.4.9			Z1188		
1.8.4.9			Z1190		
1.10.4.9			Z1194		
1.12.4.9			Z1195		
1.2.20.9			Z1196		
1.4.20.9			Z1197		
1.6.20.9			Z1199	ECs1381	
1.8.20.9			Z1200		
1.10.20.9			Z1202		
1.12.20.9			Z1203		
1.2.6.9			Z1204		
1.4.6.9			Z1205		
1.6.6.9			Z1206		
1.8.6.9			Z1207		
1.10.6.9			Z1208		
1.12.6.9			Z1209		
1.2.22.9			Z1210		
1.4.22.9			Z1211		
1.6.22.9			Z1212	ECs1397	
1.8.22.9			Z1213	ECs1398	
1.10.22.9			Z1215		
1.12.22.9			Z1216		
1.2.8.9			Z1219		
1.4.8.9			Z1222		
1.6.8.9			Z1223		
1.8.8.9			Z1225	ECs1408	
1.10.8.9			Z1226		
1.12.8.9			Z1323	ECs1055	
1.2.24.9			Z1324	ECs1057	
1.4.24.9			Z1325	ECs1058	
1.6.24.9			Z1326	ECs1059	
1.8.24.9			Z1328	ECs1061	
1.10.24.9			Z1329	ECs1063	
1.12.24.9			Z1332	ECs1068	
1.3.43.8			Z1333	ECs1069	
1.5.43.8			Z1334	ECs1070	
1.7.43.8			Z1335	ECs1071	
1.9.43.8			Z1336		
1.11.43.8			Z1337	ECs1073	
1.1.10.9			Z1338	ECs1074	
1.3.10.9			Z1339	ECs1075	
1.5.10.9			Z1340	ECs1076	
1.7.10.9			Z1341	ECs1077	
1.9.10.9			Z1344	ECs1523	
1.11.10.9			Z1345	ECs1524	
1.1.45.8			Z1346		
1.3.45.8			Z1347		
1.5.45.8			Z1348		
1.7.45.8			Z1349		
1.9.45.8			Z1350	ECs2188	
1.11.45.8			Z1351		
1.1.12.9			Z1353	ECs1214	
1.3.12.9			Z1354	ECs1786	
1.5.12.9			Z1355	ECs1788	
1.7.12.9			Z1356		
1.9.12.9			Z1357	ECs1541	
1.11.12.9			Z1358		
1.1.47.8			Z1359		
1.3.47.8			Z1362		
1.5.47.8			Z1363		
1.7.47.8			Z1364		
1.9.47.8			Z1365		
1.11.47.8			Z1366	ECs1796	
1.1.14.9			Z1368	ECs1798	
1.3.14.9			Z1369	ECs1548	
1.5.14.9			Z1370		
1.7.14.9			Z1371	ECs1981	
1.9.14.9			Z1372	ECs1551	
1.11.14.9			Z1373		
1.1.49.8			Z1374		
1.3.49.8			Z1375		
1.5.49.8			Z1376		
1.7.49.8			Z1377		
1.9.49.8			Z1378		
1.11.49.8			Z1379		
1.1.16.9			Z1380		
1.3.16.9			Z1381		
1.5.16.9			Z1382		
1.7.16.9			Z1383		
1.9.16.9			Z1385		
1.11.16.9			Z1386		
1.1.2.9			Z1387	ECs1127	
1.7.2.9			Z1426	ECs1162	
1.9.2.9			Z1428	ECs1163	
1.11.2.9			Z1429	ECs1164	
1.1.18.9			Z1430	ECs1165	
1.3.18.9			Z1431		
1.5.18.9			Z1432	ECs1169	
1.7.18.9			Z1433		
1.5.4.9			Z1441		
1.7.4.9			Z1442		
1.9.4.9			Z1443		
1.11.4.9			Z1444		
1.1.20.9			Z1445		
1.3.20.9			Z1446		
1.5.20.9			Z1447		
1.7.20.9			Z1448		
1.9.20.9			Z1449		
1.11.20.9			Z1450		
1.1.6.9			Z1451		
1.3.6.9			Z1452	ECs1192	
1.5.6.9			Z1453		
1.7.6.9			Z1454	ECs1196	
1.9.6.9			Z1456		
1.11.6.9			Z1457	ECs1200	
1.1.22.9			Z1458	ECs1201	
1.3.22.9			Z1459	ECs1203	
1.5.22.9			Z1460	ECs1204	
1.11.22.9			Z1466	ECs1207	
1.1.8.9			Z1467	ECs1211	
1.3.8.9			Z1468	ECs1212	
1.5.8.9			Z1471		
1.7.8.9			Z1473	ECs1215	
1.9.8.9			Z1475	ECs1219	
1.11.8.9			Z1476	ECs1220	
1.1.24.9			Z1477	ECs1221	
1.3.24.9			Z1478	ECs1222	
1.5.24.9			Z1479	ECs1223	
1.7.24.9			Z1480	ECs1224	
1.9.24.9			Z1481	ECs1225	
1.11.24.9			Z1482	ECs1227	
1.3.25.9			Z1483	ECs1228	
1.5.25.9			Z1484		
1.7.25.9			Z1485	ECs1230	
1.9.25.9			Z1486	ECs1232	
1.11.25.9			Z1487	ECs1233	
1.1.41.9			Z1488	ECs1235	
1.5.41.9			Z1490	ECs1237	
1.7.41.9			Z1491	ECs1238	
1.9.41.9			Z1492	ECs1239	
1.11.41.9			Z1493	ECs1240	
1.1.27.9			Z1494	ECs1241	
1.3.27.9			Z1495	ECs1242	
1.5.27.9			Z1498	ECs1244	
1.7.27.9			Z1500	ECs1246	
1.9.27.9			Z1501	ECs1247	
1.11.27.9			Z1503	ECs1251	
1.1.43.9			Z1516	ECs1262	
1.3.43.9			Z1517		
1.5.43.9			Z1518		
1.7.43.9			Z1528	ECs1272	
1.9.43.9			Z1530	ECs1273	
1.11.43.9			Z1531	ECs1274	
1.1.29.9			Z1533	ECs1275	
1.3.29.9			Z1534	ECs1276	
1.5.29.9			Z1535	ECs1277	
1.7.29.9			Z1536	ECs1278	
1.9.29.9			Z1537	ECs1279	
1.11.29.9			Z1538	ECs1280	
1.1.45.9			Z1539	ECs1281	
1.3.45.9			Z1540		
1.5.45.9			Z1541		
1.7.45.9			Z1542	ECs1282	
1.9.45.9			Z1543	ECs1283	
1.11.45.9			Z1544	ECs1284	
1.1.31.9			Z1545	ECs1285	
1.3.31.9			Z1546	ECs1286	
1.5.31.9			Z1547	ECs1287	
1.7.31.9			Z1548	ECs1288	
1.9.31.9			Z1549	ECs1289	
1.11.31.9			Z1550	ECs1290	
1.1.47.9			Z1551	ECs1291	
1.3.47.9			Z1552	ECs1292	
1.5.47.9			Z1553	ECs1293	
1.7.47.9			Z1554	ECs1294	
1.9.47.9			Z1555	ECs1295	
1.11.47.9			Z1556	ECs1296	
1.1.33.9			Z1561		
1.3.33.9			Z1562		
1.5.33.9			Z1563		
1.7.33.9			Z1565		
1.9.33.9			Z1567		
1.11.33.9			Z1568		
1.1.49.9			Z1569		
1.3.49.9			Z1573		
1.5.49.9			Z1576		
1.7.49.9			Z1578		
1.9.49.9			Z1579		
1.11.49.9			Z1580		
1.11.35.9			Z1588		
1.1.2.10			Z1589		
1.3.2.10			Z1593		
1.5.2.10			Z1594		
1.7.2.10			Z1596		
1.9.2.10			Z1598		
1.11.2.10			Z1599		
1.1.37.9			Z1600		
1.3.37.9			Z1601		
1.7.37.9			Z1604		
1.9.37.9			Z1605		
1.11.37.9			Z1607		
1.1.4.10			Z1608		
1.3.4.10			Z1609		
1.3.39.9			Z1617		
1.5.39.9			Z1618		
1.7.39.9			Z1619		
1.9.39.9			Z1622		
1.11.39.9			Z1623		
1.1.6.10			Z1625		
1.3.6.10			Z1627		
1.5.6.10			Z1629		
1.7.6.10			Z1630		
1.9.6.10			Z1634		
1.11.6.10			Z1635		
1.4.25.9			Z1636		
1.6.25.9			Z1637		
1.8.25.9			Z1638	ECs1380	
1.10.25.9			Z1639		
1.12.25.9			Z1640		
1.2.41.9			Z1642		
1.4.41.9			Z1643		
1.6.41.9			Z1644		
1.8.41.9			Z1645		
1.10.41.9			Z1646		
1.12.41.9			Z1647		
1.2.27.9			Z1648		
1.4.27.9			Z1649		
1.6.27.9			Z1650		
1.8.27.9			Z1651		
1.10.27.9			Z1652		
1.12.27.9			Z1653		
1.2.43.9			Z1655		
1.4.43.9			Z1656		
1.6.43.9			Z1660		
1.8.43.9			Z1661		
1.10.43.9			Z1662		
1.12.43.9			Z1663		
1.2.29.9			Z1664		
1.8.29.9			Z1766	ECs1503	
1.10.29.9			Z1768	ECs1504	
1.12.29.9			Z1769	ECs1505	
1.2.45.9			Z1772	ECs1508	
1.4.45.9			Z1773	ECs1509	
1.6.45.9			Z1774	ECs1510	
1.8.45.9			Z1775	ECs1511	
1.10.45.9			Z1776	ECs1512	
1.12.45.9			Z1777	ECs1513	
1.2.31.9			Z1778	ECs1514	
1.4.31.9			Z1779	ECs1515	
1.6.31.9			Z1780	ECs1516	
1.8.31.9			Z1781	ECs1518	
1.10.31.9			Z1785	ECs1083	
1.12.31.9			Z1786	ECs1084	
1.2.47.9			Z1787	ECs1085	
1.4.47.9			Z1788	ECs1086	
1.6.47.9			Z1789	ECs1087	
1.8.47.9			Z1793		
1.10.47.9			Z1794	ECs1962	
1.12.47.9			Z1795		
1.2.33.9			Z1797		
1.4.33.9			Z1798		
1.6.33.9			Z1799		
1.8.33.9			Z1800		
1.10.33.9			Z1802		
1.12.33.9			Z1803		
1.2.49.9			Z1804		
1.4.49.9			Z1806	ECs1795	
1.6.49.9			Z1807		
1.8.49.9			Z1808		
1.10.49.9			Z1809		
1.12.49.9			Z1810	ECs1979	
1.2.35.9			Z1811	ECs1549	
1.4.35.9			Z1812		
1.6.35.9			Z1813		
1.8.35.9			Z1814		
1.10.35.9			Z1815	ECs1555	
1.12.35.9			Z1816		
1.2.2.10			Z1817		
1.4.2.10			Z1818	ECs1557	
1.6.2.10			Z1819		
1.8.2.10			Z1820	ECs1559	
1.10.2.10			Z1821		
1.12.2.10			Z1822	ECs1560	
1.2.37.9			Z1823		
1.4.37.9			Z1824		
1.6.37.9			Z1827		
1.8.37.9			Z1829	ECs1568	
1.10.37.9			Z1835		
1.12.37.9			Z1836		
1.2.4.10			Z1838		
1.4.4.10			Z1839		
1.6.4.10			Z1840	ECs1578	
1.8.4.10			Z1841	ECs1580	
1.10.4.10			Z1842	ECs1582	
1.12.4.10			Z1843	ECs1584	
1.2.39.9			Z1844	ECs1586	
1.4.39.9			Z1845	ECs1587	
1.6.39.9			Z1846	ECs1589	
1.8.39.9			Z1847	ECs1590	
1.10.39.9			Z1848	ECs1591	
1.12.39.9			Z1849	ECs1592	
1.2.6.10			Z1850		
1.4.6.10			Z1851	ECs1594	
1.6.6.10			Z1852	ECs1595	
1.8.6.10			Z1853	ECs1597	
1.10.6.10			Z1854	ECs1598	
1.12.6.10			Z1855	ECs1599	
1.4.26.9			Z1856		
1.6.26.9			Z1857	ECs1600	
1.8.26.9			Z1866	ECs1609	
1.10.26.9			Z1867	ECs1610	
1.12.26.9			Z1868	ECs1611	
1.2.42.9			Z1869		
1.4.42.9			Z1874	ECs1620	
1.6.42.9			Z1875	ECs1621	
1.8.42.9			Z1876	ECs1622	
1.10.42.9			Z1881	ECs1628	
1.12.42.9			Z1883	ECs1630	
1.2.28.9			Z1884	ECs1631	
1.4.28.9			Z1885	ECs1632	
1.6.28.9			Z1886	ECs1633	
1.8.28.9			Z1887		
1.10.28.9			Z1888	ECs1635	
1.12.28.9			Z1889	ECs1636	
1.2.44.9			Z1890	ECs1637	
1.4.44.9			Z1891	ECs1638	
1.6.44.9			Z1893	ECs1639	
1.8.44.9			Z1894	ECs1640	
1.10.44.9			Z1895	ECs1641	
1.12.44.9			Z1896	ECs1642	
1.2.30.9			Z1898	ECs1643	
1.4.30.9			Z1901	ECs1545	
1.6.30.9			Z1902	ECs1977	
1.8.30.9			Z1903		
1.10.30.9			Z1905		
1.12.30.9			Z1906		
1.2.46.9			Z1908		
1.4.46.9			Z1910		
1.6.46.9			Z1912	ECs2241	
1.8.46.9			Z1913	ECs1803	
1.10.46.9			Z1914		
1.12.46.9			Z1915		
1.2.32.9			Z1916	ECs2943	
1.4.32.9			Z1917	ECs2942	
1.6.32.9			Z1918		
1.8.32.9			Z1919		
1.10.32.9			Z1921	ECs1652	
1.12.32.9			Z1922	ECs1653	
1.2.48.9			Z1923	ECs1654	
1.4.48.9			Z1924	ECs1655	
1.6.48.9			Z1927		
1.8.48.9			Z1928		
1.10.48.9			Z1929		
1.12.48.9			Z1930	ECs1662	
1.2.34.9			Z1932	ECs1664	
1.4.34.9			Z1933	ECs1089	
1.6.34.9			Z1957		
1.8.34.9			Z1958		
1.2.1.10			Z1963	ECs1696	
1.4.1.10			Z1964	ECs1697	
1.6.1.10			Z1965	ECs1698	
1.8.1.10			Z1966	ECs1699	
1.10.1.10			Z1967	ECs1700	
1.12.1.10			Z1987		
1.2.36.9			Z1989		
1.4.36.9			Z2005		
1.8.36.9			Z2039	ECs1761	
1.10.36.9			Z2040	ECs1762	
1.12.36.9			Z2041	ECs1763	
1.2.3.10			Z2043		
1.4.3.10			Z2045	ECs1765	
1.6.3.10			Z2046	ECs1766	
1.8.3.10			Z2047	ECs1767	
1.10.3.10			Z2048	ECs1768	
1.12.3.10			Z2049	ECs1769	
1.2.38.9			Z2051		
1.4.38.9			Z2052		
1.6.38.9			Z2053	ECs1772	
1.8.38.9			Z2055	ECs1774	
1.10.38.9			Z2057	ECs1777	
1.12.38.9			Z2058	ECs1778	
1.2.5.10			Z2059	ECs1779	
1.4.5.10			Z2060	ECs1780	
1.6.5.10			Z2063		
1.8.5.10			Z2065		
1.10.5.10			Z2066		
1.12.5.10			Z2068		
1.2.40.9			Z2070		
1.4.40.9			Z2071	ECs3495	
1.6.40.9			Z2075	ECs2229	
1.8.40.9			Z2076	ECs2228	
1.10.40.9			Z2077	ECs2226	
1.12.40.9			Z2078	ECs2225	
1.2.7.10			Z2079		
1.4.7.10			Z2080		
1.6.7.10			Z2082	ECs2221	
1.8.7.10			Z2083		
1.10.7.10			Z2085	ECs2216	
1.12.7.10			Z2086	ECs2214	
1.3.26.9			Z2087		
1.5.26.9			Z2088	ECs2211	
1.7.26.9			Z2089	ECs2210	
1.9.26.9			Z2090	ECs2209	
1.11.26.9			Z2091	ECs2208	
1.1.42.9			Z2092	ECs2207	
1.3.42.9			Z2093	ECs2206	
1.5.42.9			Z2094	ECs2205	
1.7.42.9			Z2095		
1.9.42.9			Z2096		
1.11.42.9			Z2097	ECs2201	
1.1.28.9			Z2098	ECs2199	
1.3.28.9			Z2099	ECs2197	
1.5.28.9			Z2101	ECs2194	
1.7.28.9			Z2102	ECs2193	
1.9.28.9			Z2103		
1.11.28.9			Z2104	ECs2191	
1.1.44.9			Z2105		
1.3.44.9			Z2106		
1.5.44.9			Z2108		
1.7.44.9			Z2109		
1.9.44.9			Z2113		
1.11.44.9			Z2114		
1.1.30.9			Z2115		
1.3.30.9			Z2116		
1.5.30.9			Z2117		
1.7.30.9			Z2118		
1.9.30.9			Z2119	ECs1094	
1.11.30.9			Z2121	ECs1097	
1.1.46.9			Z2122	ECs1100	
1.3.46.9			Z2123		
1.5.46.9			Z2124	ECs1101	
1.7.46.9			Z2127		
1.9.46.9			Z2130		
1.11.46.9			Z2131	ECs1106	
1.1.32.9			Z2132		
1.3.32.9			Z2133	ECs1107	
1.5.32.9			Z2134	ECs1108	
1.7.32.9			Z2135	ECs1109	
1.9.32.9			Z2136	ECs1110	
1.11.32.9			Z2137		
1.1.48.9			Z2138	ECs2728	
1.3.48.9			Z2139		
1.5.48.9			Z2140		
1.7.48.9			Z2141	ECs2165	
1.9.48.9			Z2142	ECs2164	
1.11.48.9			Z2143	ECs2722	
1.1.34.9			Z2144	ECs2162	
1.3.34.9			Z2145		
1.5.34.9			Z2146		
1.7.34.9			Z2147	ECs1123	
1.9.34.9			Z2148	ECs2716	
1.11.34.9			Z2149	ECs2156	
1.1.1.10			Z2150	ECs2155	
1.3.1.10			Z2151	ECs2154	
1.5.1.10			Z2152		
1.7.1.10			Z2164	ECs2143	
1.9.1.10			Z2165		
1.11.1.10			Z2181		
1.1.36.9			Z2200	ECs2113	
1.3.36.9			Z2201	ECs2112	
1.5.36.9			Z2240	ECs2075	
1.7.36.9			Z2241	ECs2074	
1.9.36.9			Z2255		
1.11.36.9			Z2256		
1.1.3.10			Z2257	ECs2061	
1.5.3.10			Z2263		
1.7.3.10			Z2309	ECs2019	
1.9.3.10			Z2310	ECs2018	
1.11.3.10			Z2311	ECs2017	
1.1.38.9			Z2312	ECs2016	
1.3.38.9			Z2322	ECs2007	
1.5.38.9			Z2323	ECs2006	
1.7.38.9			Z2325		
1.11.38.9			Z2337	ECs1996	
1.1.5.10			Z2338	ECs1995	
1.3.5.10			Z2339	ECs1994	
1.5.5.10			Z2340		
1.7.5.10			Z2342		
1.9.5.10			Z2343		
1.11.5.10			Z2344		
1.1.40.9			Z2346		
1.3.40.9			Z2347		
1.5.40.9			Z2348		
1.7.40.9			Z2350		
1.9.40.9			Z2351	ECs1117	
1.11.40.9			Z2352		
1.1.7.10			Z2353	ECs1115	
1.3.7.10			Z2354	ECs2725	
1.5.7.10			Z2355	ECs2726	
1.7.7.10			Z2356		
1.9.7.10			Z2357		
1.11.7.10			Z2358	ECs1111	
1.3.8.10			Z2359		
1.5.8.10			Z2360		
1.7.8.10			Z2361		
1.9.8.10			Z2362		
1.11.8.10			Z2363		
1.1.24.10			Z2364		
1.3.24.10			Z2365	ECs2736	
1.5.24.10			Z2366		
1.7.24.10			Z2367		
1.9.24.10			Z2368		
1.11.24.10			Z2369	ECs2739	
1.1.10.10			Z2370	ECs2740	
1.3.10.10			Z2372		
1.5.10.10			Z2374	ECs2743	
1.7.10.10			Z2375		
1.9.10.10			Z2377		
1.11.10.10			Z2379	ECs1959	
1.1.26.10			Z2382		
1.3.26.10			Z2384	ECs1957	
1.5.26.10			Z2385	ECs1956	
1.7.26.10			Z2386	ECs1955	
1.9.26.10			Z2387	ECs1954	
1.11.26.10			Z2389	ECs1953	
1.1.12.10			Z2390	ECs1952	
1.3.12.10			Z2391	ECs1951	
1.5.12.10			Z2392	ECs1950	
1.7.12.10			Z2393	ECs1949	
1.9.12.10			Z2394	ECs1948	
1.11.12.10			Z2395	ECs1946	
1.1.28.10			Z2399	ECs1942	
1.3.28.10			Z2400	ECs1941	
1.5.28.10			Z2429		
1.7.28.10			Z2444	ECs1908	
1.9.28.10			Z2445	ECs1907	
1.11.28.10			Z2446	ECs1906	
1.1.14.10			Z2501		
1.3.14.10			Z2503		
1.5.14.10			Z2504		
1.7.14.10			Z2506		
1.9.14.10			Z2507		
1.11.14.10			Z2508	ECs1864	
1.1.30.10			Z2509	ECs1863	
1.3.30.10			Z2510	ECs1862	
1.5.30.10			Z2511		
1.7.30.10			Z2519		
1.9.30.10			Z2533	ECs1848	
1.11.30.10			Z2534		
1.1.16.10			Z2558		
1.3.16.10			Z2560	ECs1828	
1.5.16.10			Z2561	ECs1827	
1.7.16.10			Z2562		
1.9.16.10			Z2563	ECs1826	
1.11.16.10			Z2565	ECs1825	
1.3.32.10			Z2800	ECs2473	
1.5.32.10			Z2804	ECs2477	
1.7.32.10			Z2806	ECs2478	
1.9.32.10			Z2873		
1.1.18.10			Z2967	ECs2618	
1.3.18.10			Z2968	ECs2619	
1.5.18.10			Z2969	ECs2620	
1.9.18.10			Z2971	ECs2623	
1.11.18.10			Z2972	ECs2624	
1.1.34.10			Z2973	ECs2625	
1.3.34.10			Z2974	ECs2626	
1.5.34.10			Z2975	ECs2629	
1.7.34.10			Z2976	ECs2631	
1.9.34.10			Z2977	ECs2632	
1.11.34.10			Z2978	ECs2633	
1.1.20.10			Z2979	ECs2634	
1.3.20.10			Z2980	ECs2635	
1.5.20.10			Z2981		
1.7.20.10			Z2982		
1.9.20.10			Z2984	ECs2638	
1.11.20.10			Z2985	ECs2639	
1.1.36.10			Z2986	ECs2640	
1.3.36.10			Z2987	ECs2641	
1.5.36.10			Z2988	ECs2642	
1.7.36.10			Z2989	ECs2643	
1.9.36.10			Z2990	ECs2644	
1.11.36.10			Z2991	ECs2645	
1.1.22.10			Z2992	ECs2646	
1.3.22.10			Z2994	ECs2649	
1.5.22.10			Z3058	ECs2703	
1.7.22.10			Z3066		
1.9.22.10			Z3069		
1.11.22.10			Z3071	ECs2714	
1.1.38.10			Z3072		
1.3.38.10			Z3073		
1.5.38.10			Z3074	ECs2717	
1.9.38.10			Z3077		
1.11.38.10			Z3079		
1.4.8.10			Z3081		
1.6.8.10			Z3082	ECs2723	
1.8.8.10			Z3083		
1.10.8.10			Z3084		
1.12.8.10			Z3085	ECs2950	
1.2.24.10			Z3086	ECs2951	
1.4.24.10			Z3087	ECs2169	
1.6.24.10			Z3088	ECs2953	
1.8.24.10			Z3089	ECs2954	
1.10.24.10			Z3090	ECs2955	
1.12.24.10			Z3091	ECs2956	
1.2.10.10			Z3092	ECs2957	
1.4.10.10			Z3095		
1.6.10.10			Z3097	ECs2960	
1.8.10.10			Z3098		
1.10.10.10			Z3099		
1.12.10.10			Z3100		
1.2.26.10			Z3105		
1.4.26.10			Z3106		
1.6.26.10			Z3107	ECs1961	
1.8.26.10			Z3108	ECs2748	
1.10.26.10			Z3109	ECs2749	
1.12.26.10			Z3114	ECs2750	
1.2.12.10			Z3115	ECs2751	
1.4.12.10			Z3117		
1.6.12.10			Z3118	ECs2755	
1.8.12.10			Z3119	ECs2756	
1.10.12.10			Z3120	ECs2757	
1.12.12.10			Z3121	ECs2759	
1.2.28.10			Z3122	ECs2761	
1.4.28.10			Z3123	ECs2762	
1.6.28.10			Z3124	ECs2763	
1.8.28.10			Z3125	ECs2764	
1.10.28.10			Z3126	ECs2766	
1.12.28.10			Z3128	ECs2768	
1.6.14.10			Z3136		
1.8.14.10			Z3154	ECs0328	
1.10.14.10			Z3161		
1.12.14.10			Z3162		
1.2.30.10			Z3167	ECs2808	
1.4.30.10			Z3179		
1.2.16.10			Z3198	ECs2839	
1.4.32.10			Z3206	ECs2847	
1.6.32.10			Z3230	ECs2869	
1.8.32.10			Z3231	ECs2870	
1.10.32.10			Z3242		
1.12.32.10			Z3269	ECs2908	
1.2.18.10			Z3270		
1.4.18.10			Z3271	ECs2909	
1.6.18.10			Z3272	ECs2910	
1.8.18.10			Z3276	ECs2914	
1.10.34.10			Z3289		
1.12.34.10			Z3290		
1.2.20.10			Z3297		
1.4.20.10			Z3305	ECs2939	
1.6.20.10			Z3306		
1.8.20.10			Z3307		
1.10.20.10			Z3309		
1.12.20.10			Z3310		
1.2.36.10			Z3311		
1.4.36.10			Z3312		
1.6.36.10			Z3313	ECs1987	
1.8.36.10			Z3314		
1.10.36.10			Z3315		
1.12.36.10			Z3316		
1.2.22.10			Z3318		
1.4.22.10			Z3319		
1.6.22.10			Z3320		
1.8.22.10			Z3322		
1.10.22.10			Z3323		
1.12.22.10			Z3325		
1.2.38.10			Z3326	ECs1797	
1.4.38.10			Z3328		
1.6.38.10			Z3331	ECs1543	
1.8.38.10			Z3332		
1.10.38.10			Z3333		
1.12.38.10			Z3334		
1.4.9.10			Z3335		
1.6.9.10			Z3340		
1.8.9.10			Z3341		
1.10.9.10			Z3342	ECs2972	
1.4.25.10			Z3345	ECs2975	
1.6.25.10			Z3346	ECs2977	
1.8.25.10			Z3347	ECs2978	
1.10.25.10			Z3348	ECs2979	
1.12.25.10			Z3349	ECs2981	
1.2.11.10			Z3351		
1.4.11.10			Z3352	ECs2983	
1.6.11.10			Z3353		
1.8.11.10			Z3354	ECs2985	
1.10.11.10			Z3355		
1.12.11.10			Z3356	ECs2987	
1.2.27.10			Z3357	ECs2988	
1.4.27.10			Z3358	ECs2990	
1.6.27.10			Z3359	ECs2991	
1.8.27.10			Z3360	ECs2992	
1.10.27.10			Z3361	ECs2993	
1.12.27.10			Z3362	ECs2995	
1.2.13.10			Z3364	ECs2998	
1.4.13.10			Z3365	ECs3000	
1.6.13.10			Z3366		
1.8.13.10			Z3367		
1.10.13.10			Z3369	ECs1171	
1.12.13.10			Z3370	ECs3007	
1.2.29.10			Z3371	ECs3009	
1.4.29.10			Z3372	ECs3010	
1.6.29.10			Z3373	ECs3011	
1.8.29.10			Z3374		
1.12.29.10			Z3388		
1.2.15.10			Z3390	ECs3027	
1.4.15.10			Z3391	ECs3028	
1.6.15.10			Z3392	ECs3029	
1.8.15.10			Z3393	ECs3030	
1.10.15.10			Z3394	ECs3031	
1.12.15.10			Z3395	ECs3032	
1.2.31.10			Z3494	ECs3121	
1.4.31.10			Z3496	ECs3123	
1.6.31.10			Z3595	ECs3216	
1.8.31.10			Z3596	ECs3217	
1.10.31.10			Z3597	ECs3218	
1.12.31.10			Z3598	ECs3219	
